model,num_rules,recency_ratio
openai/gpt-4.1-nano,300,1.6634180634180633
openai/gpt-4.1-nano,310,1.6473560719790228
openai/gpt-4.1-nano,320,1.6918246438360292
openai/gpt-4.1-nano,330,1.7377995404886044
openai/gpt-4.1-nano,340,1.6890814877721898
openai/gpt-4.1-nano,350,1.5581731757819113
openai/gpt-4.1-nano,360,1.4891660152032231
openai/gpt-4.1-nano,370,1.6077626632865898
openai/gpt-4.1-nano,380,1.527821496416481
openai/gpt-4.1-nano,390,1.4356776556776556
openai/gpt-4.1-nano,400,1.4392513803726454
openai/gpt-4.1-nano,410,1.3594394031054648
openai/gpt-4.1-nano,420,1.4240982029689664
openai/gpt-4.1-nano,430,1.5035044163775528
openai/gpt-4.1-nano,440,1.46456944452775
openai/gpt-4.1-nano,450,1.459138710622985
openai/gpt-4.1-nano,460,1.3674730198298448
openai/gpt-4.1-nano,470,1.363338787149743
openai/gpt-4.1-nano,480,1.338815002980842
openai/gpt-4.1-nano,490,1.3545623669708022
openai/gpt-4.1-nano,500,1.3354674101642066
openai/gpt-4.5-preview,10,
openai/gpt-4.5-preview,20,
openai/gpt-4.5-preview,30,0.0
openai/gpt-4.5-preview,40,
openai/gpt-4.5-preview,50,1.111111111111111
openai/gpt-4.5-preview,60,1.0
openai/gpt-4.5-preview,70,0.8541666666666666
openai/gpt-4.5-preview,80,1.7166666666666668
openai/gpt-4.5-preview,90,1.7600000000000002
openai/gpt-4.5-preview,100,1.1866666666666668
openai/gpt-4.5-preview,110,1.4
openai/gpt-4.5-preview,120,1.1122222222222222
openai/gpt-4.5-preview,130,1.238888888888889
openai/gpt-4.5-preview,140,1.312142857142857
openai/gpt-4.5-preview,150,1.384126984126984
openai/gpt-4.5-preview,160,2.233585858585859
openai/gpt-4.5-preview,170,1.9954545454545454
openai/gpt-4.5-preview,180,2.169047619047619
openai/gpt-4.5-preview,190,1.6029590017825313
openai/gpt-4.5-preview,200,1.7750893550893552
openai/gpt-4.5-preview,210,1.783481877599525
openai/gpt-4.5-preview,220,1.3481250564742027
openai/gpt-4.5-preview,230,1.5446060606060608
openai/gpt-4.5-preview,240,1.3033333333333332
openai/gpt-4.5-preview,250,1.601765450608029
openai/gpt-4.5-preview,260,1.5770461497361918
openai/gpt-4.5-preview,270,1.5093569884874234
openai/gpt-4.5-preview,280,1.650624039938556
openai/gpt-4.5-preview,290,1.6808480870980873
openai/gpt-4.5-preview,300,1.3832194616977227
openai/gpt-4.5-preview,310,1.4741660212248449
openai/gpt-4.5-preview,320,1.478775681256149
openai/gpt-4.5-preview,330,1.5112686056951754
openai/gpt-4.5-preview,340,1.533823692647222
openai/gpt-4.5-preview,350,1.582142857142857
openai/gpt-4.5-preview,360,1.4259741075917547
openai/gpt-4.5-preview,370,1.4721185618877308
openai/gpt-4.5-preview,380,1.4086523522224232
openai/gpt-4.5-preview,390,1.4541908503221488
openai/gpt-4.5-preview,400,1.3654826936133062
openai/gpt-4.5-preview,410,1.5123183803419915
openai/gpt-4.5-preview,420,1.411806986525412
openai/gpt-4.5-preview,430,1.2871703804893815
openai/gpt-4.5-preview,440,1.3243872916903066
openai/gpt-4.5-preview,450,1.4349002143541671
openai/gpt-4.5-preview,460,1.418218698921216
openai/gpt-4.5-preview,470,1.3226384383308138
openai/gpt-4.5-preview,480,1.2925902195164831
openai/gpt-4.5-preview,490,1.2906916354267906
openai/gpt-4.5-preview,500,1.3618306878306878
openai/gpt-4o,10,1.0
openai/gpt-4o,20,1.0
openai/gpt-4o,30,0.5
openai/gpt-4o,40,1.0
openai/gpt-4o,50,1.6666666666666667
openai/gpt-4o,60,1.25
openai/gpt-4o,70,1.0049062049062047
openai/gpt-4o,80,1.211111111111111
openai/gpt-4o,90,1.2758333333333334
openai/gpt-4o,100,1.416776556776557
openai/gpt-4o,110,1.1784873949579833
openai/gpt-4o,120,1.3756792717086834
openai/gpt-4o,130,1.13521978021978
openai/gpt-4o,140,1.1872967772967773
openai/gpt-4o,150,1.3826213411512867
openai/gpt-4o,160,1.5475783475783476
openai/gpt-4o,170,1.39688558812928
openai/gpt-4o,180,1.3317982456140351
openai/gpt-4o,190,1.3277677286342242
openai/gpt-4o,200,1.3787801341097274
openai/gpt-4o,210,1.3829610938769126
openai/gpt-4o,220,1.2362759652355926
openai/gpt-4o,230,1.4470418611419198
openai/gpt-4o,240,1.2928344711558517
openai/gpt-4o,250,1.306996815820345
openai/gpt-4o,260,1.2505462423392841
openai/gpt-4o,270,1.3207023658592754
openai/gpt-4o,280,1.310711008748736
openai/gpt-4o,290,1.1710087732276009
openai/gpt-4o,300,1.2515947213197853
openai/gpt-4o,310,1.2290743088583744
openai/gpt-4o,320,1.3178997975708504
openai/gpt-4o,330,1.2139330874604846
openai/gpt-4o,340,1.2650548407865483
openai/gpt-4o,350,1.226423902894491
openai/gpt-4o,360,1.169426705485457
openai/gpt-4o,370,1.1706943534935934
openai/gpt-4o,380,1.1666793033002674
openai/gpt-4o,390,1.1907063040269872
openai/gpt-4o,400,1.206143423420104
openai/gpt-4o,410,1.1657302891283474
openai/gpt-4o,420,1.1159867353064175
openai/gpt-4o,430,1.1556736651214454
openai/gpt-4o,440,1.165076485156221
openai/gpt-4o,450,1.1235788568844611
openai/gpt-4o,460,1.1707307971586425
openai/gpt-4o,470,1.1443555125462823
openai/gpt-4o,480,1.1151368335941654
openai/gpt-4o,490,1.1372462612876462
openai/gpt-4o,500,1.1361827745023125
openai/gpt-4o-mini,10,0.5
openai/gpt-4o-mini,20,1.1666666666666667
openai/gpt-4o-mini,30,1.8333333333333333
openai/gpt-4o-mini,40,3.85
openai/gpt-4o-mini,50,1.5533333333333332
openai/gpt-4o-mini,60,1.2733333333333332
openai/gpt-4o-mini,70,0.9718181818181819
openai/gpt-4o-mini,80,1.3270129870129872
openai/gpt-4o-mini,90,1.4755644355644357
openai/gpt-4o-mini,100,1.38325633087243
openai/gpt-4o-mini,110,1.3045098039215688
openai/gpt-4o-mini,120,1.423557828928673
openai/gpt-4o-mini,130,1.2078518518518517
openai/gpt-4o-mini,140,1.4311403443577357
openai/gpt-4o-mini,150,1.2701670506912444
openai/gpt-4o-mini,160,1.5408391802857877
openai/gpt-4o-mini,170,1.5257545420837968
openai/gpt-4o-mini,180,1.3949775769801442
openai/gpt-4o-mini,190,1.3962608863295363
openai/gpt-4o-mini,200,1.4159610227069552
openai/gpt-4o-mini,210,1.4040170447456728
openai/gpt-4o-mini,220,1.2608282062953664
openai/gpt-4o-mini,230,1.249062301779283
openai/gpt-4o-mini,240,1.3360955493308435
openai/gpt-4o-mini,250,1.2244017335594497
openai/gpt-4o-mini,260,1.2388141859806026
openai/gpt-4o-mini,270,1.2323461663999313
openai/gpt-4o-mini,280,1.25708520335386
openai/gpt-4o-mini,290,1.2509201817001947
openai/gpt-4o-mini,300,1.2335578153190094
openai/gpt-4o-mini,310,1.2050721500721502
openai/gpt-4o-mini,320,1.252219092345029
openai/gpt-4o-mini,330,1.1872385450801395
openai/gpt-4o-mini,340,1.240894248406371
openai/gpt-4o-mini,350,1.2387020103345285
openai/gpt-4o-mini,360,1.1647359776239088
openai/gpt-4o-mini,370,1.1594713962883871
openai/gpt-4o-mini,380,1.1575693654220416
openai/gpt-4o-mini,390,1.1574630777591781
openai/gpt-4o-mini,400,1.1659638635806144
openai/gpt-4o-mini,410,1.1753084328286092
openai/gpt-4o-mini,420,1.1030239592761855
openai/gpt-4o-mini,430,1.1368864859440422
openai/gpt-4o-mini,440,1.0724245398523327
openai/gpt-4o-mini,450,1.0925811297448
openai/gpt-4o-mini,460,1.1028604836719553
openai/gpt-4o-mini,470,1.0878977950798236
openai/gpt-4o-mini,480,1.101626561554619
openai/gpt-4o-mini,490,1.0693770941334788
openai/gpt-4o-mini,500,1.072232500027806
openai/o3,10,0.0
openai/o3,20,
openai/o3,30,0.0
openai/o3,40,
openai/o3,50,
openai/o3,60,0.5
openai/o3,70,0.0
openai/o3,80,1.0
openai/o3,90,0.6666666666666666
openai/o3,100,1.6666666666666667
openai/o3,110,1.0
openai/o3,120,0.6666666666666666
openai/o3,130,3.0
openai/o3,140,0.9166666666666666
openai/o3,150,1.3333333333333335
openai/o3,160,1.1666666666666667
openai/o3,170,2.4375
openai/o3,180,0.9236111111111112
openai/o3,190,1.9444444444444444
openai/o3,200,1.8541666666666665
openai/o3,210,2.1
openai/o3,220,2.5
openai/o3,230,3.1964285714285716
openai/o3,240,1.5
openai/o3,250,2.625
openai/o3,260,2.2208695652173915
openai/o3,270,3.630208333333333
openai/o3,280,2.4833333333333334
openai/o3,290,2.528137254901961
openai/o3,300,2.839919028340081
openai/o3,310,1.828925388337153
openai/o3,320,2.6793650793650796
openai/o3,330,2.2406015037593985
openai/o3,340,2.411267717789457
openai/o3,350,2.7827947512730122
openai/o3,360,1.90240059127864
openai/o3,370,2.3375420875420874
openai/o3,380,1.5395861578897292
openai/o3,390,1.8724428246122726
openai/o3,400,1.7867189132706376
openai/o3,410,2.2876847290640394
openai/o3,420,4.9980769230769235
openai/o3,430,1.6956009682325472
openai/o3,440,1.668753849470313
openai/o3,450,1.8998676836861768
openai/o3,460,2.444010025062657
openai/o3,470,1.5625927577473993
openai/o3,480,1.4324899489033873
openai/o3,490,1.383064935064935
openai/o3,500,1.6761698242943077
openai/o3-high-reasoning,10,
openai/o3-high-reasoning,20,
openai/o3-high-reasoning,30,
openai/o3-high-reasoning,40,
openai/o3-high-reasoning,50,
openai/o3-high-reasoning,60,
openai/o3-high-reasoning,70,0.0
openai/o3-high-reasoning,80,
openai/o3-high-reasoning,90,
openai/o3-high-reasoning,100,0.0
openai/o3-high-reasoning,110,2.5000000000000004
openai/o3-high-reasoning,120,0.0
openai/o3-high-reasoning,130,1.0
openai/o3-high-reasoning,140,0.75
openai/o3-high-reasoning,150,0.8333333333333334
openai/o3-high-reasoning,160,2.0
openai/o3-high-reasoning,170,0.0
openai/o3-high-reasoning,180,
openai/o3-high-reasoning,190,0.9166666666666666
openai/o3-high-reasoning,200,2.0833333333333335
openai/o3-high-reasoning,210,1.111111111111111
openai/o3-high-reasoning,220,1.7
openai/o3-high-reasoning,230,2.166666666666667
openai/o3-high-reasoning,240,2.354166666666667
openai/o3-high-reasoning,250,2.333333333333333
openai/o3-high-reasoning,260,3.1666666666666665
openai/o3-high-reasoning,270,1.2767857142857144
openai/o3-high-reasoning,280,2.4823529411764707
openai/o3-high-reasoning,290,2.0500000000000003
openai/o3-high-reasoning,300,2.6191666666666666
openai/o3-high-reasoning,310,2.833333333333333
openai/o3-high-reasoning,320,2.6059139784946233
openai/o3-high-reasoning,330,6.8
openai/o3-high-reasoning,340,5.353571428571429
openai/o3-high-reasoning,350,1.6414742664742665
openai/o3-high-reasoning,360,2.2536764705882355
openai/o3-high-reasoning,370,2.7980392156862743
openai/o3-high-reasoning,380,3.5510000000000006
openai/o3-high-reasoning,390,2.485997873094647
openai/o3-high-reasoning,400,2.232573891625616
openai/o3-high-reasoning,410,1.1234729064039408
openai/o3-high-reasoning,420,2.2973015873015874
openai/o3-high-reasoning,430,2.5601688951442645
openai/o3-high-reasoning,440,3.1929511278195486
openai/o3-high-reasoning,450,2.8376827068639696
openai/o3-high-reasoning,460,1.5654714705785178
openai/o3-high-reasoning,470,1.2877859477124183
openai/o3-high-reasoning,480,1.9608715358715358
openai/o3-high-reasoning,490,1.3756813417190774
openai/o3-high-reasoning,500,1.6911661255411254
openai/o4-mini,10,
openai/o4-mini,20,
openai/o4-mini,30,
openai/o4-mini,40,
openai/o4-mini,50,
openai/o4-mini,60,
openai/o4-mini,70,
openai/o4-mini,80,2.0
openai/o4-mini,90,1.0
openai/o4-mini,100,1.0
openai/o4-mini,110,0.25
openai/o4-mini,120,1.3
openai/o4-mini,130,3.0
openai/o4-mini,140,3.0
openai/o4-mini,150,2.5
openai/o4-mini,160,1.0
openai/o4-mini,170,4.285714285714286
openai/o4-mini,180,4.5625
openai/o4-mini,190,8.75
openai/o4-mini,200,5.6
openai/o4-mini,210,4.12962962962963
openai/o4-mini,220,0.611111111111111
openai/o4-mini,230,1.9102453102453105
openai/o4-mini,240,1.148809523809524
openai/o4-mini,250,2.2825974025974025
openai/o4-mini,260,1.5436363636363637
openai/o4-mini,270,3.4776373256373256
openai/o4-mini,280,2.12995670995671
openai/o4-mini,290,3.3513636363636365
openai/o4-mini,300,1.77
openai/o4-mini,310,2.0826435406698565
openai/o4-mini,320,2.114413381544522
openai/o4-mini,330,2.6925925925925926
openai/o4-mini,340,1.9923076923076923
openai/o4-mini,350,4.434632034632035
openai/o4-mini,360,1.978562091503268
openai/o4-mini,370,1.9157934241335153
openai/o4-mini,380,2.098889743336948
openai/o4-mini,390,2.3031386367255933
openai/o4-mini,400,2.0641855921855923
openai/o4-mini,410,3.178095238095238
openai/o4-mini,420,1.8772343043464885
openai/o4-mini,430,3.0867487417731314
openai/o4-mini,440,1.6869700746318521
openai/o4-mini,450,1.7794083694083696
openai/o4-mini,460,1.5344989642331381
openai/o4-mini,470,1.9068494756350542
openai/o4-mini,480,1.641216340892121
openai/o4-mini,490,1.4594223458324291
openai/o4-mini,500,1.557717717717718
qwen/qwen3-235b-a22b,10,
qwen/qwen3-235b-a22b,20,
qwen/qwen3-235b-a22b,30,1.0
qwen/qwen3-235b-a22b,40,1.3333333333333333
qwen/qwen3-235b-a22b,50,0.3333333333333333
qwen/qwen3-235b-a22b,60,0.8333333333333334
qwen/qwen3-235b-a22b,70,1.7291666666666667
qwen/qwen3-235b-a22b,80,1.4916666666666667
qwen/qwen3-235b-a22b,90,2.3986363636363635
qwen/qwen3-235b-a22b,100,2.032380952380952
qwen/qwen3-235b-a22b,110,1.8313131313131312
qwen/qwen3-235b-a22b,120,1.651111111111111
qwen/qwen3-235b-a22b,130,1.5793650793650793
qwen/qwen3-235b-a22b,140,1.8597069597069598
qwen/qwen3-235b-a22b,150,2.4798201798201798
qwen/qwen3-235b-a22b,160,1.6838636363636361
qwen/qwen3-235b-a22b,170,1.9297569716145566
qwen/qwen3-235b-a22b,180,1.778174688057041
qwen/qwen3-235b-a22b,190,1.643175527620805
qwen/qwen3-235b-a22b,200,1.7427475845410627
qwen/qwen3-235b-a22b,210,1.609364002011061
qwen/qwen3-235b-a22b,220,1.4595704374303904
qwen/qwen3-235b-a22b,230,1.762824074074074
qwen/qwen3-235b-a22b,240,1.4023445096329807
qwen/qwen3-235b-a22b,250,1.5013676984389275
qwen/qwen3-235b-a22b,260,1.3961477567580318
qwen/qwen3-235b-a22b,270,1.446085018553894
qwen/qwen3-235b-a22b,280,1.5019049663156838
qwen/qwen3-235b-a22b,290,1.3833416875522138
qwen/qwen3-235b-a22b,300,1.292910447785999
qwen/qwen3-235b-a22b,310,1.39449374446708
qwen/qwen3-235b-a22b,320,1.6025910931174088
qwen/qwen3-235b-a22b,330,1.401048828666958
qwen/qwen3-235b-a22b,340,1.2215405275041586
qwen/qwen3-235b-a22b,350,1.389285359449294
qwen/qwen3-235b-a22b,360,1.2587562086803046
qwen/qwen3-235b-a22b,370,1.4571733805831752
qwen/qwen3-235b-a22b,380,1.3036548847590483
qwen/qwen3-235b-a22b,390,1.2461967906820848
qwen/qwen3-235b-a22b,400,1.2607835685639217
qwen/qwen3-235b-a22b,410,1.3120046105397645
qwen/qwen3-235b-a22b,420,1.290865999371135
qwen/qwen3-235b-a22b,430,1.284998732518697
qwen/qwen3-235b-a22b,440,1.1428266607814836
qwen/qwen3-235b-a22b,450,1.1816936248777428
qwen/qwen3-235b-a22b,460,1.1856693559734157
qwen/qwen3-235b-a22b,470,1.1856047041256885
qwen/qwen3-235b-a22b,480,1.20697083075676
qwen/qwen3-235b-a22b,490,1.1949076155466696
qwen/qwen3-235b-a22b,500,1.1658799354671645
x-ai/grok-3-beta,10,
x-ai/grok-3-beta,20,
x-ai/grok-3-beta,30,
x-ai/grok-3-beta,40,
x-ai/grok-3-beta,50,
x-ai/grok-3-beta,60,
x-ai/grok-3-beta,70,
x-ai/grok-3-beta,80,0.5
x-ai/grok-3-beta,90,0.0
x-ai/grok-3-beta,100,0.0
x-ai/grok-3-beta,110,1.0
x-ai/grok-3-beta,120,0.5
x-ai/grok-3-beta,130,1.625
x-ai/grok-3-beta,140,3.375
x-ai/grok-3-beta,150,3.0
x-ai/grok-3-beta,160,1.9583333333333335
x-ai/grok-3-beta,170,3.0666666666666664
x-ai/grok-3-beta,180,2.6100000000000003
x-ai/grok-3-beta,190,1.9333333333333331
x-ai/grok-3-beta,200,1.6357142857142857
x-ai/grok-3-beta,210,1.907905982905983
x-ai/grok-3-beta,220,1.5066666666666666
x-ai/grok-3-beta,230,1.384090909090909
x-ai/grok-3-beta,240,1.954747474747475
x-ai/grok-3-beta,250,1.661991341991342
x-ai/grok-3-beta,260,1.8312537136066545
x-ai/grok-3-beta,270,2.281880341880342
x-ai/grok-3-beta,280,1.6496825396825396
x-ai/grok-3-beta,290,1.6546583850931675
x-ai/grok-3-beta,300,1.855982905982906
x-ai/grok-3-beta,310,1.6136363636363638
x-ai/grok-3-beta,320,1.2202412587412588
x-ai/grok-3-beta,330,1.4846903820816864
x-ai/grok-3-beta,340,1.4419513457556936
x-ai/grok-3-beta,350,1.3720239329896775
x-ai/grok-3-beta,360,1.346134086220293
x-ai/grok-3-beta,370,1.2299537254375965
x-ai/grok-3-beta,380,1.3674725137431285
x-ai/grok-3-beta,390,1.2522292594777156
x-ai/grok-3-beta,400,1.3863764143650292
x-ai/grok-3-beta,410,1.2823671952704212
x-ai/grok-3-beta,420,1.2847107538667641
x-ai/grok-3-beta,430,1.2857616429605632
x-ai/grok-3-beta,440,1.2894736842105263
x-ai/grok-3-beta,450,1.3679506623189264
x-ai/grok-3-beta,460,1.2016286864403316
x-ai/grok-3-beta,470,1.2542557970598918
x-ai/grok-3-beta,480,1.2622519451755332
x-ai/grok-3-beta,490,1.2145118504022614
x-ai/grok-3-beta,500,1.2143364877711522
x-ai/grok-3-mini-beta,10,
x-ai/grok-3-mini-beta,20,
x-ai/grok-3-mini-beta,30,
x-ai/grok-3-mini-beta,40,0.0
x-ai/grok-3-mini-beta,50,
x-ai/grok-3-mini-beta,60,1.0
x-ai/grok-3-mini-beta,70,0.6666666666666666
x-ai/grok-3-mini-beta,80,1.7777777777777777
x-ai/grok-3-mini-beta,90,1.8888888888888886
x-ai/grok-3-mini-beta,100,2.075
x-ai/grok-3-mini-beta,110,2.966666666666667
x-ai/grok-3-mini-beta,120,2.4
x-ai/grok-3-mini-beta,130,1.6151515151515152
x-ai/grok-3-mini-beta,140,2.7603174603174603
x-ai/grok-3-mini-beta,150,2.2376190476190474
x-ai/grok-3-mini-beta,160,2.245201465201465
x-ai/grok-3-mini-beta,170,2.043888888888889
x-ai/grok-3-mini-beta,180,2.247777777777778
x-ai/grok-3-mini-beta,190,1.8075324675324675
x-ai/grok-3-mini-beta,200,2.043214285714286
x-ai/grok-3-mini-beta,210,1.6129870129870132
x-ai/grok-3-mini-beta,220,1.5148412698412699
x-ai/grok-3-mini-beta,230,1.8005893719806765
x-ai/grok-3-mini-beta,240,1.9035028011204482
x-ai/grok-3-mini-beta,250,1.6811511082693946
x-ai/grok-3-mini-beta,260,1.608922205563885
x-ai/grok-3-mini-beta,270,1.4192665571975918
x-ai/grok-3-mini-beta,280,1.7455141544706763
x-ai/grok-3-mini-beta,290,1.7143941273779983
x-ai/grok-3-mini-beta,300,1.7582074721780603
x-ai/grok-3-mini-beta,310,1.7638964888280895
x-ai/grok-3-mini-beta,320,1.8749066924066924
x-ai/grok-3-mini-beta,330,2.028803540382488
x-ai/grok-3-mini-beta,340,2.1067134181607865
x-ai/grok-3-mini-beta,350,1.8727302938501118
x-ai/grok-3-mini-beta,360,1.7068763722007105
x-ai/grok-3-mini-beta,370,1.8056382100139625
x-ai/grok-3-mini-beta,380,1.8533068298054576
x-ai/grok-3-mini-beta,390,1.7842967684318285
x-ai/grok-3-mini-beta,400,1.771710791654188
x-ai/grok-3-mini-beta,410,1.7857878573969892
x-ai/grok-3-mini-beta,420,1.7119395757908997
x-ai/grok-3-mini-beta,430,1.695994242623361
x-ai/grok-3-mini-beta,440,1.7103123549498833
x-ai/grok-3-mini-beta,450,1.5589302920695849
x-ai/grok-3-mini-beta,460,1.7255427171952817
x-ai/grok-3-mini-beta,470,1.6938789747024896
x-ai/grok-3-mini-beta,480,1.5261559490525007
x-ai/grok-3-mini-beta,490,1.4540450852705755
x-ai/grok-3-mini-beta,500,1.6764774865226673
